YEAR,COMMUNITY.EXPECTATION,COMMUNITY.LEADERS,COUNTRY,DATAVIS.EDU,DATAVIS.EDU.METHOD,DATAVIS.TIME,EDU.BACKGROUND,EDU.MAJOR,EXPERIENCE.DATAVIS.YEARS,FREELANCE.OR.CONSULTANT,GENDER,JOB.DATASCI.HOURS,JOB.DATAVIS.AUDIENCE,JOB.DATAVIS.AUDIENCEDATAVISCONSUMPTION,JOB.DATAVIS.AUDIENCEDATAVISUSE,JOB.DATAVIS.AUDIENCEKNOWLEGE,JOB.DATAVIS.AUDIENCERELATIONSHIP,JOB.DATAVIS.CHARTSUSED,JOB.DATAVIS.EXPECTATIONS,JOB.DATAVIS.FATIGUE,JOB.DATAVIS.FOCUS,JOB.DATAVIS.GOALS,JOB.DATAVIS.HOURS,JOB.DATAVIS.INTENT,JOB.DATAVIS.LACKSKILLS,JOB.DATAVIS.LEADERSHIP.UNDERSTANDING,JOB.DATAVIS.NEWTOOLS,JOB.DATAVIS.ORGANIZATION,JOB.DATAVIS.PRESENTATION,JOB.DATAVIS.REACH,JOB.DATAVIS.RESOURCES,JOB.DATAVIS.TOOLCHOICE,JOB.DATAVIS.TOOLS,JOB.DATAVIS.USE,JOB.DESCRIPTION,JOB.DESIGN.HOURS,JOB.ENGINEERING.HOURS,JOB.IMPROVEMENT,JOB.PAY,JOB.PORTFOLIO.HOURS,JOB.PREPWORK.HOURS,JOB.SECTOR,LGBTQ,SPOKEN.LANGUAGE,REGION,TOTAL.HOURS,JOB.DESIGN.HOURS.PERC,JOB.DATASCI.HOURS.PERC,JOB.DATAVIS.HOURS.PERC,JOB.PREPWORK.HOURS.PERC,JOB.PORTFOLIO.HOURS.PERC,JOB.ENGINEERING.HOURS.PERC
2017,More in-person workshops/training/meetups for beginners where people of all skill levels could  come to talk through ideas and work on projects with help from peers or mentors.,Alberto Cairo;Hans Rosling,_,Mostly Self-Taught,NA,More,BACHELORS,NA,4,NA,MAN,NA,General Public;Analysts;Executives,Weekly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,MODERATE;EXPERT,COLLABORATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Flow Diagram;venn diagram,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication;Marketing,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Scrollytelling;Static Web Page;Documents;Presentations;Email,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel;Tableau;Highcharts;Other Javascript;ggplot;Other R;After Effects,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries,NA,NA,NA,More trainings on new tools- especially R/ggplot- D3- Ruby on Rails- and front end web development--javascript in particular.,NA,NA,NA,NOT-FOR-PROFIT,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,Conferences in Ireland,Alberto Cairo;Mike Bostock,_,Mostly Self-Taught,NA,Much more,TECHNICAL SCHOOL,NA,2,NA,MAN,NA,Analysts;Engineers;Project Managers;Executives,Daily,ANALYSIS;SUMMARIZATION,MODERATE;EXPERT,COLLABORATIVE,Bar Chart;Pie Chart;Dendrogram;Network Diagram;Raster Map;Flow Diagram,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Dashboard,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,D3;Processing;Mapbox,Business Intelligence Tools;Completely custom,NA,NA,NA,"Less time spent on ""process""",NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,More entry level tutorials on coding specifically for dataviz would be welcome,Alberto Cairo;Mona Chalabi;Nathan Yau;Eleanor Lutz;Polygraph,_,Mostly Self-Taught,NA,More,BACHELORS,NA,1,NA,MAN,NA,General Public,Daily,ENTERTAINMENT;ANALYSIS;LEARNING;RESEARCH,INTRO,SUBORDINATE,Line Chart;Bar Chart;Infographics;Treemap;Choropleth Map;Raster Map;Flow Diagram,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Summary/Overview;Communication;Journalism,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Scrollytelling;Static Web Page,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Illustrator;Tableau;D3;Other R;QGIS,Completely custom;ggplot2/Pandas Charts,NA,NA,NA,Expanding the dataviz team to make space for more sophisticated viz,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,more thoughts about what role data vis should play,Alberto Cairo;Moritz Stefaner,_,Mostly Self-Taught,NA,Same,MASTERS,NA,2,NA,WOMAN,NA,General Public,Weekly,ENTERTAINMENT;LEARNING,INTRO,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Choropleth Map;Flow Diagram,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Communication;Journalism,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Scrollytelling;Static Web Page,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Tableau;D3;ggplot;Other R;Other Python,ggplot2/Pandas Charts;General charting libraries;Completely custom,NA,NA,NA,NO RESPONSIVE DESIGN would lead to more creative freedom,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,More on how to create a design oriented culture,Alberto Cairo;Moritz Stefaner;Jer Thorp,_,Mostly Self-Taught,NA,More,MASTERS,NA,4,NA,WOMAN,NA,Analysts;Executives,Quarterly,ANALYSIS;SUMMARIZATION;LEARNING,MODERATE;EXPERT,SUBORDINATE,Line Chart;Bar Chart;Pie Chart;Infographics,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Documents;Presentations,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Excel;Tableau,Completely custom,NA,NA,NA,Having formatted and cleaned data easily available for visualizing,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,functional/interactive domain specific dataviz where usability/use value trumps speed of understanding (how quickly dataviz can be grokked),Alberto Cairo;Nadieh Bremer,_,Mostly Self-Taught,NA,More,BACHELORS,NA,2,NA,MAN,NA,General Public,Weekly,ANALYSIS,MODERATE,COLLABORATIVE,Line Chart;Infographics;Network Diagram;Flow Diagram,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,D3,Completely custom,NA,NA,NA,NA,NA,NA,NA,NOT-FOR-PROFIT,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,Love more on the thought process behind the vis,Alberto Cairo;Nadieh Bremer,_,Mostly Self-Taught,NA,Much more,TECHNICAL SCHOOL,NA,2,NA,MAN,NA,General Public;Analysts;Scientists,Weekly,ENTERTAINMENT;ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,INTRO;MODERATE;EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Choropleth Map,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,NA,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,NA,Dashboard;Scrollytelling;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel;Plotly;D3;ggplot;Other R,NA,NA,NA,NA,More/steady work,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,I'd love to see more region-specific advice i.e Canadian specific. Also- being able to reach out to someone with a viz question would be awesome.,Alberto Cairo;Nadieh Bremer,_,Mostly Self-Taught,NA,More,BACHELORS,NA,2,NA,WOMAN,NA,Project Managers;Executives,Weekly,SUMMARIZATION;LEARNING,INTRO,SUBORDINATE,Line Chart;Bar Chart;Pie Chart;Infographics,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,NA,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,NA,Dashboard;Presentations;Tableau Server,NA,NA,NA,Illustrator;Excel;Tableau,NA,NA,NA,NA,having a dedicated Tableau team at my organization who could help me with specific questions with sensitive work information,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,Less technical (here's a trick in this software) and more research about reading and understanding data viz.,Alberto Cairo;Nathan Yau;Andy Kirk,_,Mostly Self-Taught,NA,Much more,BACHELORS,NA,7,NA,WOMAN,NA,General Public;social science clients (gov;ed;non-profits),Monthly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,INTRO,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Network Diagram;Choropleth Map;Flow Diagram,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Scrollytelling;Static Web Page;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel;Mapbox;Highcharts;QGIS,General charting libraries;Graphics;Excel,NA,NA,NA,More time to do continuing education,NA,NA,NA,ACADEMIC,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,More examples of advanced data visualization where they walk through code,Alberto Cairo;Nathan Yau;Robert Kosara;Nadieh Bremer;Matt Daniels;Mike Bostock;Scott Murray,_,Mostly Self-Taught,NA,Much more,BACHELORS,NA,1,NA,MAN,NA,General Public,Weekly,ENTERTAINMENT;SUMMARIZATION;LEARNING,MODERATE,COLLABORATIVE,Line Chart;Bar Chart;Choropleth Map;dumbbell chart;histogram;scatterplot,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,NA,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,NA,Static Web Page,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,ggplot,NA,NA,NA,NA,Make data viz & programming education a bigger prority,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,Making research on infographics scientific so I can present them as facts for my scientific audience,Alberto Cairo;Otto Neurath;Tufte,_,Mostly Self-Taught,NA,More,BACHELORS,NA,10,NA,MAN,NA,General Public;Scientists;Government,Quarterly,ANALYSIS;SUMMARIZATION;RESEARCH;POLICY MAKING,INTRO;MODERATE;EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Network Diagram;Flow Diagram,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Summary/Overview;Communication,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Scrollytelling;Static Web Page;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel,Business Intelligence Tools;General charting libraries;Completely custom,NA,NA,NA,More time or less stuff to do,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,More Science and research into the field,Alberto Cairo;Robert Kosara,_,Mostly Self-Taught,NA,More,PHD,NA,4,NA,MAN,NA,General Public;Engineers;Scientists;Project Managers;Executives,Monthly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,INTRO;MODERATE;EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Infographics;Treemap;Choropleth Map;Flow Diagram,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication;Exploration,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Dashboard;Static Web Page;Documents;Presentations;Email,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel;Tableau;Plotly;ggplot;Other R;Vega,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries,NA,NA,NA,Community knowledge,NA,NA,NA,ACADEMIC,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,Alberto Cairo;Stephen Few,_,Mostly Self-Taught,NA,Much more,BACHELORS,NA,8,NA,MAN,NA,Analysts;Executives,Weekly,ANALYSIS;SUMMARIZATION,MODERATE;EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Flow Diagram,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Summary/Overview,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Dashboard,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Tableau;Other BI;D3;Other Javascript,Business Intelligence Tools;ggplot2/Pandas Charts,NA,NA,NA,Better ownership on data vis,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,Alberto Cairo;Stephen Few;Tufte;Ben Shneiderman;Cole Nussbaumer Knaflic;Tableau Zen Masters,_,Mostly Self-Taught,NA,Same,BACHELORS,NA,4,NA,MAN,NA,Executives,Weekly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH;STRATEGIC DECISIONMAKING,MODERATE;EXPERT,SUBORDINATE,Line Chart;Bar Chart;Pie Chart;Treemap;Choropleth Map;Scatter plot; heat map; dumbbell chart,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Summary/Overview;Communication;Exploration,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Dashboard;Scrollytelling,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Excel;Tableau;Alteryx,Business Intelligence Tools,NA,NA,NA,More realistic deadlines,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,Amanda Cox,_,Mostly Self-Taught,NA,Same,PHD,NA,10,NA,MAN,NA,General Public;Analysts;Engineers;Scientists;Product Managers;Executives,Weekly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,INTRO;MODERATE;EXPERT,COLLABORATIVE,Line Chart;Bar Chart;Network Diagram;Choropleth Map,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Machine Learning;Summary/Overview;Communication;Marketing;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,BOTH,Embedded in a tool;Dashboard;Scrollytelling;Static Web Page;Documents;Presentations;Email;Slack,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Plotly;D3;Processing;Leaflet;Mapbox;WebGL;Other Javascript;Pandas;Other Python;React;Angular;Other MVC;Vega;Inkscape,ggplot2/Pandas Charts;General charting libraries;Completely custom,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,Amanda Cox,_,Mostly Self-Taught,NA,Same,MASTERS,NA,3,NA,MAN,NA,General Public;Analysts;Executives,Daily,ANALYSIS;SUMMARIZATION,MODERATE,COLLABORATIVE,Line Chart;Bar Chart;Treemap;Network Diagram,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Machine Learning;Communication;Marketing;Exploration,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Dashboard;Scrollytelling;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,D3;WebGL;Other Javascript;React,Business Intelligence Tools;ggplot2/Pandas Charts;General charting libraries;Completely custom,NA,NA,NA,Have more data engineering support.,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,move forward data vis literacy.,Amanda Cox,_,Mostly Self-Taught,NA,More,MASTERS,NA,6,NA,MAN,NA,General Public;Analysts;Engineers;Medical Professionals;Executives,Weekly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,MODERATE;EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Treemap;Network Diagram;Choropleth Map,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Communication;Marketing;Exploration,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Dashboard;Scrollytelling;Static Web Page;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,D3;Leaflet;Mapbox;WebGL;Other Javascript;ggplot;Other R;Pandas;Other Python;React;QGIS;Other Network Visualization Suite;Sketch,ggplot2/Pandas Charts;Completely custom,NA,NA,NA,have time to inject more prediction and analysis into the process.,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,downloadable examples for tweaking or quick guides on aesthetic tips,Amanda Cox,_,Equal Parts School and Self-Taught,NA,More,MASTERS,NA,5,NA,WOMAN,NA,General Public;Analysts;Engineers;Medical Professionals;Project Managers;Executives,Daily,ANALYSIS;RESEARCH;HEALTHCARE OPERATIONS,INTRO;MODERATE;EXPERT,COLLABORATIVE,Line Chart;Bar Chart;Network Diagram;Flow Diagram,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Dashboard;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Tableau;Microstrategy;Power BI;D3;Gephi,Business Intelligence Tools;Completely custom,NA,NA,NA,Quantifiable metrics of ROI of value my role adds to our team,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,Andy Kirk,_,Mostly Self-Taught,NA,Much more,TECHNICAL SCHOOL,NA,3,NA,MAN,NA,Project Managers;Executives,Quarterly,SUMMARIZATION,INTRO,SUBORDINATE,Line Chart;Bar Chart;Flow Diagram;3D Chart;SPC Charts,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Summary/Overview;Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,BOTH,Dashboard;Static Web Page;Documents;Presentations;Email,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Excel;Tableau;Qlik;D3;ggplot;Other R,Business Intelligence Tools;ggplot2/Pandas Charts,NA,NA,NA,Better data warehousing,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,I would like them to engage- rather than just post something and not respond to comments and questions,Andy Kirk,_,Mostly Self-Taught,NA,Much more,MASTERS,NA,6,NA,WOMAN,NA,General Public;Educators,Quarterly,ANALYSIS;LEARNING,INTRO,CONSULTATIVE,Line Chart;Bar Chart;Dendrogram;Choropleth Map;Floating bars;dot plots...,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Communication;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Dashboard;Static Web Page;Documents;Presentations;Email,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Other R;ArcGIS,Excel;ggplot2/Pandas Charts,NA,NA,NA,Finding more K-12 people who do what I do,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,I'd like to see them be transparent in their learning process and short-comings.,Andy Kirk;Alberto Cairo,_,Mostly Self-Taught,NA,Same,BACHELORS,NA,5,NA,WOMAN,NA,General Public;Analysts;Engineers;Project Managers,Daily,ENTERTAINMENT;ANALYSIS;SUMMARIZATION,EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Infographics,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,NA,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,NA,Dashboard,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Tableau,NA,NA,NA,NA,More analysis requirements and recommendations/decision science support role.,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,More applied research with business decision makers on what types/approaches/techniques work better (or don't work at all),Andy Kirk;Alberto Cairo;Stephanie Evergreen;Ann K. Emery;Cole Nussbaumer Knaflic,_,Mostly Self-Taught,NA,Much more,PHD,NA,3,NA,MAN,NA,General Public;Executives,Monthly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,INTRO,CONSULTATIVE,Line Chart;Bar Chart;Dendrogram;Alluvial;Circle Packing;Slopegraph;Sunburst,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Summary/Overview;Communication;Marketing;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Power BI;RawCharts,Business Intelligence Tools;Completely custom,NA,NA,NA,More internal partners willing and able to do visualizations,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,Andy Kirk;Ann K. Emery;Cole Nussbaumer Knaflic;Stephanie Evergreen;Jon Schwabish;Jorge Camoes;Andy Cotgreave,_,Mostly Self-Taught,NA,More,PHD,NA,10,NA,WOMAN,NA,General Public;my clients are non-profit advocacy organizations,Monthly,SUMMARIZATION;ADVOCACY,INTRO,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Flow Diagram,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,NA,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,NA,Dashboard;Static Web Page;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel,NA,NA,NA,NA,being able to afford Tableau. :),NA,NA,NA,MIXED,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,Andy Kirk;Cole Nussbaumer Knaflic;Jon Schwabish,_,Mostly Self-Taught,NA,More,MASTERS,NA,1,NA,WOMAN,NA,General Public;Project Managers;Executives,Quarterly,SUMMARIZATION;LEARNING,INTRO,CONSULTATIVE,Line Chart;Bar Chart;Treemap;Flow Diagram,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Static Web Page;Documents;Presentations,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Excel;Tableau,Business Intelligence Tools,NA,NA,NA,NA,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,Andy Kirk;Enrico Bertini;Moritz Stefaner,_,Mostly Self-Taught,NA,More,MASTERS,NA,6,NA,WOMAN,NA,Product Managers;Project Managers;Executives,Daily,ANALYSIS;DECISION MAKING,EXPERT,COLLABORATIVE,Line Chart;Bar Chart;Treemap;Network Diagram;Choropleth Map;Flow Diagram,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Summary/Overview;Communication;Exploration,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Embedded in a tool;Dashboard;Documents;Presentations;Web pages - not static,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Tableau;D3;Other Javascript;ggplot;Other R;Gephi,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,NA,NA,NA,Getting a dedicated studio space,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,more focus on exploratory data analysis and the use of visualization,Andy Kirk;Nathan Yau;Robert Kosara;Cole Nussbaumer Knaflic;Kim Rees;Stamen,_,Mostly Self-Taught,NA,More,BACHELORS,NA,5,NA,MAN,NA,Analysts;Project Managers;Executives,Monthly,LEARNING,MODERATE,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Treemap;Choropleth Map,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,NA,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,NA,Embedded in a tool;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Tableau;D3,NA,NA,NA,NA,more funding for data viz work,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,Andy Kirk;Alberto Cairo;Jorge Camoes,_,Mostly Self-Taught,NA,More,BACHELORS,NA,10,NA,WOMAN,NA,Executives;University staff and students,Weekly,ANALYSIS;SUMMARIZATION;LEARNING,INTRO;MODERATE;EXPERT,NA,Line Chart;Bar Chart;Pie Chart;Boxplots;lollipops;paired/slope charts,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Dashboard;Documents;Presentations;Email,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Excel;Qlik,Business Intelligence Tools,NA,NA,NA,More staff to free up my time to explore other data viz software etc,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
